id,common_name,scientific_name,other_name,family,origin,type,dimension,cycle,attracts,propagation,watering,depth_water_requirement,volume_water_requirement,watering_period,plant_anatomy,sunlight,pruning_month,pruning_count,seeds,maintenance,care-guides,soil,growth_rate,drought_tolerant,salt_tolerant,thorny,invasive,tropical,indoor,care_level,pest_susceptibility,pest_susceptibility_api,flowers,flowering_season,flower_color,cones,fruits,edible_fruit,edible_fruit_taste_profile,fruit_nutritional_value,fruit_color,harvest_season,leaf,leaf_color,edible_leaf,cuisine,medicinal,poisonous_to_humans,poisonous_to_pets,description,other_images,dimensions.type,dimensions.min_value,dimensions.max_value,dimensions.unit,hardiness.min,hardiness.max,hardiness_location.full_url,hardiness_location.full_iframe,watering_general_benchmark.value,watering_general_benchmark.unit,depth_water_requirement.unit,depth_water_requirement.value,pruning_count.amount,pruning_count.interval,volume_water_requirement.unit,volume_water_requirement.value
1382,butterfly bush,"[""Buddleja davidii 'PIIBD-III' FIRST EDITIONS PSYCHEDELIC SKY""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,[],"['Sun', ' Partial Shade']","['March', 'April', 'May', 'June', 'July', 'August', 'September', 'March', 'April']",,FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=1382&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['purple', 'pink', 'white']",Fall,TRUE,"['green', 'purple', 'pink']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Butterfly Bush (Buddleja davidii 'PIIBD-III' FIRST EDITIONS PSYCHEDELIC SKY) is an amazing addition to any garden. With its psychedelic purple, lilac, and sky blue flower clusters, it offers a stunning visual impact. It blooms for months, from late spring to fall, and its fragrant flowers attracts a variety of butterflies and hummingbirds. Its foliage is gray green and long lasting. The shrub is also drought tolerant and fast growing. It's a great choice for any garden and requires little maintenance. All in all, the Butterfly Bush's colorful and distinct look makes it a must have for any landscaping enthusiast.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1382&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1382&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,1.0,yearly,,
1383,butterfly bush,"[""Buddleja davidii 'Pink Delight'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,[],"['Sun', ' Partial Shade']","['February', 'March', 'April', 'August']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1383&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Moderate,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['purple', 'pink']",,TRUE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"The beautiful Butterfly Bush (Buddleja davidii 'Pink Delight') is an amazing plant for any garden or landscape. It produces a stunning display of bright, pink flowers with an intense fragrance, attracting butterflies and other pollinators. Easy to grow and maintain, it grows prolifically and quickly, making for an instant garden focal point or privacy hedge. Its drought-tolerant characteristics also add to its charm, making it a great choice for warmer climates. Its fragrant blooms continue long into autumn, providing beautiful color and texture to outdoor spaces. With its resilient and vibrant character, the Butterfly Bush is an essential addition to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1383&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1383&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,,,,
1384,butterfly bush,"[""Buddleja davidii 'Pyrkeep' PURPLE EMPEROR""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,[],"['Sun', ' Partial Shade']","['February', 'March', 'April', 'February', 'March', 'December', 'January', 'February']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=1384&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Moderate,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,['purple'],Fall,TRUE,['purple'],FALSE,FALSE,FALSE,FALSE,FALSE,"The Butterfly Bush (Buddleja davidii) is an amazing plant that is sure to make any garden come alive with beauty and fragrance. It produces colorful blossoms in shades of purple and pink that attract many species of butterflies. Its Pyrkeep purple emperor variety is an even more attractive variety with deep purple panicles and a strong sweet fragrance. It is an especially good choice for gardeners looking for a colorful and easy-to-care-for plant as its blooms last all season long with very little maintenance. It thrives in exterior gardens or even indoors in containers, adding a splash of purple to any environment. It's truly an enchanting addition to your home.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1384&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1384&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,,,,
1385,butterfly bush,"[""Buddleja davidii 'Royal Red'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,,[],,[],"['Sun', ' Partial Shade']","['February', 'March', 'April', 'May', 'May', 'June', 'July']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1385&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,[],Fall,TRUE,"['red', 'purple']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Royal Red butterfly bush is an amazing plant with its dark red flower clusters that can be up to a foot long and its grey-green leaves. It is a very hardy and fast growing shrub that can reach up to 10 feet tall and wide. This plant makes an excellent addition to any garden or landscape because of its long blooms and its pleasing gray-green foliage. In addition, it has a beautiful sweet scent that attracts butterflies and hummingbirds to the garden. This plant is easy to maintain and is a beautiful addition to any landscape.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1385&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1385&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,2,,,,
1386,butterfly bush,"[""Buddleja davidii 'White Ball'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,,[],,[],"['Sun', ' Partial Shade']","['February', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1386&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Moderate,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['brown', 'white']",,TRUE,"['silver', 'green', 'white']",FALSE,FALSE,FALSE,FALSE,FALSE,"The butterfly bush (Buddleja davidii 'White Ball') is a magnificent shrub with many desirable features! Its eye-catching blooms are hosted by an abundance of snow-white crowns, making it an attractive asset to any garden. In the summer, its fragrant posy produces a pleasant scent that is loved by butterflies and bees. Not only is it beautiful and aromatic, but its also resistant to most pests and diseases and it is easy to maintain with simple pruning. Its vigor and resilience make it an easy choice for any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1386&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1386&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,2,,,,
1387,butterfly bush,"[""Buddleja davidii 'White Profusion'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,,[],,[],"['Sun', ' Partial Shade']","['March', 'April', 'May']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1387&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['brown', 'white']",Fall,TRUE,"['green', 'white']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Butterfly bush (Buddleja davidii 'White Profusion') is an attractive ornamental garden shrub with gorgeous white panicles of delicate flowers. It is a great choice for any garden as it attracts butterflies and provides a wonderful display of flowers and colour throughout the summer months. Its low-maintenance, drought tolerant characteristics make it a great addition to any garden, and an easy to grow plant for beginner gardeners. The rich, sweet fragrance of its flowers will fill your garden with a delightful aroma. This hardy and fast-growing shrub can reach heights of up to 10 feet, so is sure to make an impact in your summer garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1387&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1387&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,2,,,,
1388,butterfly bush,"[""Buddleja 'Lochinch'""]",[],Scrophulariaceae,['Scotland'],Deciduous shrub,4.00 to 5.00 feet,Perennial,['Butterflies'],"['Cutting', 'Layering Propagation', 'Division', 'Grafting Propagation', 'Seed Propagation']",Average,[],[],,"[{'part': 'flowers', 'color': ['deep-blue-violet']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]",['Full sun'],"['February', 'March', 'April', 'June', 'July', 'February', 'March', 'April', 'June', 'July', 'June', 'July']",,FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=1388&key=sk-Rshi67d1dca73e4be9116,[],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Lilac blue,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The butterfly bush (Buddleja 'Lochinch') is a stunning flowering shrub, ideal for adding cheer and color to your garden. Growing up to 6 feet tall and wide, it produces vibrant panicles composed of numerous tiny fragrant flowers in shades of lavender, pink, and white. The flowers are irresistible to butterflies, who flock to its blossoms for their sweet nectar. Sun-loving and drought tolerant, this easy-care shrub blooms from summer to autumn, providing season-long interest, and is an excellent choice for cut or dried flower arrangements.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,4.0,5.0,feet,6,9,https://perenual.com/api/hardiness-map?species_id=1388&size=og&key=sk-Rshi67d1dca73e4be9116,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1388&size=og&key=sk-Rshi67d1dca73e4be9116'></iframe>,,days,,,2.0,yearly,,
1389,mountain sagewood,['Buddleja loricata'],[],Scrophulariaceae,"['South Africa', 'Mozambique']",Deciduous shrub,4.00 to 5.00 feet,Perennial,[],"['Cutting', 'Layering Propagation', 'Grafting Propagation', 'Division', 'Seed Propagation']",Average,[],[],,[],['Full sun'],"['February', 'March', 'April', 'May', 'May', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",[],FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=1389&key=sk-Rshi67d1dca73e4be9116,[],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Creamy White,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,FALSE,"Mountain Sagewood (Buddleja loricata) is a native shrub found throughout the forests of the central United States and beyond. The plant's lance-shaped foliage is a tempting bluish-green, which creates a wonderful contrast to both the landscape or garden around it. Best of all, this shrub loves hot and dry climates, making it extremely low maintenance. The stem and young foliage produce a delightful sandalwood aroma, which makes it a great choice for rubbing and scenting clothes and linens. As an added bonus, feeding and breeding birds can be attracted to its bright clusters of white and pink flowers in the spring. Mountain Sagewood really is an amazing plant!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,4.0,5.0,feet,8,10,https://perenual.com/api/hardiness-map?species_id=1389&size=og&key=sk-Rshi67d1dca73e4be9116,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1389&size=og&key=sk-Rshi67d1dca73e4be9116'></iframe>,,days,,,,,,
1390,butterfly bush,"[""Buddleja 'Miss Molly'""]",[],Scrophulariaceae,['China'],Deciduous shrub,4.00 to 5.00 feet,Perennial,['Butterflies'],"['Cutting', 'Layering Propagation', 'Division', 'Grafting Propagation', 'Seed Propagation']",Average,,[],,[],['Full sun'],"['March', 'April']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=1390&key=sk-i3GS67d1de4274dfe9119,[],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Magenta-red,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"Butterfly bush (Buddleja 'Miss Molly') is an amazing plant for any garden. Its cascading, fragrant blooms create the perfect home for butterflies, other pollinators, and hummingbirds. It is easy to care for, drought tolerant, and grows in most areas with full sun. It comes in a variety of colors, from pink to purple - perfect for creating an array of colorful displays in the garden. Its nectar-filled blooms attract pollinators while also making a wonderful addition to any landscape. With its simple maintenance and long-lasting beauty, butterfly bush is a must-have for any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,4.0,5.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1390&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1390&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,2,,,,
1391,butterfly bush,"[""Buddleja 'Miss Ruby'""]",[],Scrophulariaceae,['China'],Deciduous shrub,3.00 to 5.00 feet,Perennial,['Butterflies'],"['Cutting', 'Layering Propagation', 'Division', 'Grafting Propagation', 'Seed Propagation']",Average,,[],,"[{'part': 'leaves', 'color': ['green']}, {'part': 'flowers', 'color': ['pink']}, {'part': 'stems', 'color': ['green']}]",['Full sun'],['May'],[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=1391&key=sk-i3GS67d1de4274dfe9119,[],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,[],Coming Soon,TRUE,,Reddish-pink,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['red', 'burgundy', 'ruby']",FALSE,FALSE,FALSE,FALSE,FALSE,"The butterfly bush (Buddleja 'Miss Ruby') is a must-have for any butterfly garden. Its vibrant ruby-colored blooms attract fluttering monarchs and hummingbirds to your garden every summer. Not only does this tolerate a variety of growing conditions, it is also low-maintenance and drought-tolerant. The long-lasting blooms of this plant thrives in full sun and produces scented flowers that will add a pleasant fragrance to your outdoor space. Its nectar rich blooms also make it an excellent source of food for pollinators. Add in its fast-growing abilities and its stunning crimson blooms, and you have the perfect addition to your garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,3.0,5.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1391&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1391&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,,,,
1392,butterfly bush,"[""Buddleja 'Miss Violet'""]",[],Scrophulariaceae,['China'],Deciduous shrub,4.00 to 5.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Cutting', 'Layering Propagation', 'Division', 'Grafting Propagation', 'Seed Propagation']",Average,,[],,[],['Full sun'],"['February', 'March', 'April']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=1392&key=sk-i3GS67d1de4274dfe9119,[],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Purple,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"The butterfly bush (Buddleja 'Miss Violet') is an amazing plant species to have in your garden. Its bright purple flower heads draw in stunning butterflies and hummingbirds as they take advantage of the fragrant nectar. It’s well-suited to dry conditions and blooms from early to late summer. Its long arching branches are covered with incredibly vibrant clusters of deep violet blooms, adding character and texture to your garden. Additionally, with a pleasing sweet scent, it will turn any garden into an inviting oasis. With its strong form and bright vibrant colors, the butterfly bush (Buddleja 'Miss Violet') is surely a show stopper!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,4.0,5.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1392&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1392&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,,,,
